Time,compartment,s1,at,s2,s3,na,s4,s5,s6,s6o,k0,k1,k2,k31,k33,k32,k34,k4,k5,k6,k7,k8,k9,k10,atot,ntot,n,ki,v1,v2,v3,v4,v5,v7,v8,v9,v10,v6,v0
0.0525,1.0,0.9669435569578462,2.2077084209003033,5.049606796868294,0.5293889839960414,0.5798028903078694,0.553470419282167,8.228059261725864,0.07279339246128712,0.023153902654392017,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,47.542317061396695,49.535840774344535,80.10467341736747,79.41820749791461,79.82259883612437,61.62126760768094,19.097545167655596,1.85041263284069,18.602649027401203,61.19722143136672,50.0
0.055,1.0,0.9734900494369378,2.214404140378055,5.044408439020059,0.5290282415705944,0.5802799786445155,0.5551882625948205,8.22687332210109,0.07284835600933014,0.023176114327079556,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,47.427611365902706,49.48614660930928,80.04811775884369,79.3584297408165,79.81217483874087,61.81583578520849,19.06376968781376,1.8523122123513613,18.614808677585664,61.175146233835555,50.0
0.0575,1.0,0.9802198394661493,2.220748271229176,5.039154970146452,0.5286439914174363,0.5807554648246185,0.5568766148906039,8.225601373774685,0.07290215116700637,0.02319708762437966,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,47.339907752348594,49.43520270239658,79.99026773305697,79.307349040001,79.80067122438057,62.00331593058554,19.02914893361623,1.8540891461663644,18.627090630843966,61.15182707989596,50.0
0.06,1.0,0.987057831732794,2.226643894619663,5.0339219161466895,0.528237006316158,0.5812260755322887,0.5585102475886433,8.224270420543212,0.07295469921288061,0.023217040211336294,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,47.28129709087946,49.383718707435236,79.93197995488312,79.26589438049213,79.78833332561445,62.180951594416925,18.99378565179877,1.855767009950373,18.639398828485014,61.12765695859396,50.0
0.0625,1.0,0.9939246189512477,2.2319967376192817,5.028787233351792,0.5278090298633356,0.5816878675211627,0.5600638856205916,8.222909100616844,0.0730058254635136,0.023236123731628953,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,47.25362780132568,49.33243477823756,79.87414588067126,79.23500459830434,79.77542307926915,62.34602904935056,18.957858474576746,1.8573632169069034,18.65162212557912,61.10305139547893,50.0
0.065,1.0,1.000737097802543,2.2367161060615466,5.023830641262361,0.5273626773866704,0.5821363654382954,0.561512394456407,8.221547515348282,0.07305527783281007,0.02325443362422227,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,47.25850110295068,49.28211488684756,79.81768285394362,79.21558215350619,79.76221827598339,62.49590865333989,18.92161051459265,1.8588898985303162,18.663638149456744,61.078445066040345,50.0
0.0675,1.0,1.0074090719630227,2.2407156426906742,5.019132984212408,0.5269013509476116,0.5825666874822789,0.5628310125952165,8.22021699529896,0.07310274316117955,0.023272017851131813,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,47.2972736491626,49.23354028437114,79.76352512038378,79.20846091134386,79.74901089887834,62.628050969723304,18.885339213497282,1.8603546899377816,18.675316578220425,61.0542878382663,50.0
0.07,1.0,1.0138518335750084,2.2439139266820463,5.014775629789627,0.5264291664383616,0.5829736599193647,0.5639956097713444,8.218949825601356,0.07314786168064258,0.023288884648663726,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,47.371064802743334,49.187503245281604,79.71261512325984,79.2143837013866,79.73610485439991,62.74003799533888,18.84938730857781,1.861761428090545,18.686521991267902,61.03104046380673,50.0
0.0725,1.0,1.0199747198448994,2.2462349346166706,5.010839906386914,0.5259508908907814,0.5833519212140631,0.5649829572933311,8.217778946337383,0.0731902398840901,0.023305009411210657,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,47.48076625085039,49.14480117193835,79.66589527873712,79.23398685855402,79.72381330833315,62.8295899470973,18.814134810290657,1.8631107718930981,18.697116386992068,61.00917008280585,50.0
0.075,1.0,1.0256856461152173,2.2476083869217396,5.007406577599108,0.5254718881631812,0.5836960164091008,0.5657710011229774,8.21673763930957,0.07322946200162113,0.023320340807747867,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,47.62705197726376,49.10623108259176,79.62430033922021,79.26778984304046,79.7124557794726,62.89457816926678,18.77999189891644,1.8644007528968527,18.70696142732979,60.989145667175976,50.0
0.0775,1.0,1.0308916209690757,2.2479700074475866,5.004555347074138,0.5249980711796834,0.5840004823789485,0.5663391312406266,8.215859209399053,0.07326510024541998,0.023334806220268654,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,47.810386831185106,49.07258446047126,79.58875037575274,79.31618858326374,79.70235510130283,62.933034833808705,18.747392654341077,1.8656272646198293,18.715920447702473,60.97143349498651,50.0
0.08,1.0,1.0354992528897058,2.2472617272316477,5.002364383666731,0.5245358588810581,0.5842599246540021,0.5666684430020592,8.215176666211645,0.07329672396065531,0.023348316582680554,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,48.03103207049728,49.044642401326556,79.5601443434305,79.37945151117242,79.6938343311708,62.943160208532426,18.716789531886025,1.8667844976214922,18.723860259431746,60.95649272110538,50.0
0.0825,1.0,1.0394152619104888,2.245431866735748,5.00090985312315,0.5240921360131031,0.5844690866476627,0.5667419878761989,8.214722409607724,0.07332390780879769,0.023360770689320964,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,48.28904631718758,49.02317095993397,79.53935413382104,79.45771744158085,79.68721366225296,62.92332836248614,18.688648491140572,1.8678653266144443,18.730652766740537,60.944771084035295,50.0
0.085,1.0,1.04254701375147,2.2424353341555965,5.00026543884705,0.5236742138288801,0.5846229122999366,0.566545012360168,8.214527920797288,0.07334623910813463,0.023372059034792825,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,48.58428034363681,49.00891656060687,79.52721896329378,79.55099453683309,79.68280737319492,62.872092268600944,18.66344467522649,1.8688616551456771,18.736176419803773,60.936700764704554,50.0
0.0875,1.0,1.0448030983500658,2.238233881062501,5.000501830359751,0.5232897897082917,0.5847166033671327,0.5660651851295011,8.214623458830062,0.07336332446156293,0.02338206724143968,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,48.916364008930266,49.002601300701095,79.52453989397817,79.65915962676897,79.68092083173369,62.7881893563567,18.641658525618844,1.869764722783426,18.74031752750318,60.93269438897893,50.0
0.09,1.0,1.0460939796612578,2.232796460936771,5.001686153677324,0.522946903591053,0.5847456728298612,0.5652928136821389,8.215037760435958,0.07337479581200716,0.0233906791274205,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,49.284683482760066,49.00491793752556,79.53207423294617,79.78195714169905,79.6818475506516,62.670548669750026,18.6237722028408,1.8705653793151744,18.74297145754622,60.93314114135396,50.0
0.0925,1.0,1.0463327493219734,2.226099741364352,5.003881312799101,0.5226538889616846,0.5847059961560438,0.5642210529298286,8.215797739216217,0.07338031607959371,0.023397779466833257,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,49.688346631824054,49.01652430603777,79.55052950328621,79.91899687568691,79.6858662762288,62.518300906229584,18.61026616591235,1.87125433019364,18.744043756719996,60.9384029323227,50.0
0.095,1.0,1.0454360234125457,2.218128827007021,5.007145205688262,0.5224193158995908,0.5845938624393922,0.5628461094109466,8.216928178112763,0.07337958455087153,0.023403256493436834,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,50.126134106520496,49.038036865431195,79.58055662624933,80.06974973759203,79.6932380703973,62.33079275820186,18.601615742898623,1.8718223573466606,18.74345122978517,60.94881053605902,50.0
0.0975,1.0,1.0433250292060268,2.208878258008406,5.011529771444478,0.5222519233947553,0.5844060277350348,0.5611674460539878,8.218451406875108,0.07337234220803979,0.023407004200978226,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,50.59643327177623,49.07002301574497,79.62274189508348,80.23354057524944,79.70420332769379,62.10760715619659,18.59828750056028,1.8722605194749466,18.741123021538012,60.964659588159186,50.0
0.1,1.0,1.0399269374439473,2.1983533571138274,5.017079817872016,0.5221605377128187,0.5841397732297792,0.5591879936953346,8.220386953907344,0.07335837720451789,0.023408924495689497,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,51.097151712094124,49.11299176015589,79.67759725769808,80.40953708201539,79.71897864668854,61.84859122423537,18.60073519212145,1.8725603360782581,18.737001752648084,60.986206305247244,50.0
0.1025,1.0,1.035176505048433,2.1865720079040507,5.023831570617671,0.5221539730606515,0.5837929712078301,0.556914376798067,8.222751159456964,0.07333753071138269,0.023408929259917402,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,51.625606677394465,49.167382215145764,79.74554835736338,80.5967337266763,79.73775345290123,61.55389399918717,18.609395027752225,1.8727139596551599,18.731044765810648,61.013662759532416,50.0
0.105,1.0,1.0290181026037086,2.1735669549391154,5.03181087716908,0.522240910154913,0.5833641620877992,0.5543571619284602,8.225556734708668,0.07330970337591212,0.02340694238980801,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,52.17838664641322,49.23354939205318,79.82691971103803,80.79392960690284,79.76068624673255,61.22401622131342,18.62467997205576,1.8727143407933922,18.72322554429948,61.04719151267819,50.0
0.1075,1.0,1.021408209083384,2.159388721972767,5.041030992578669,0.522429747552973,0.5828526460821495,0.5515311383430267,8.2288122491741,0.07327486264662635,0.02340290187414493,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,52.751181374657506,49.31174659625699,79.921916340263,80.9996991449846,79.78790032667408,60.85987473829523,18.646972726962016,1.8725553911846406,18.713535369789046,61.08689938623609,50.0
0.11,1.0,1.0123184608068707,2.1441092427913153,5.051489871107263,0.5227284198260861,0.5822585932092615,0.5484556402249048,8.232521527179378,0.0732330512253484,0.023396761985353023,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,53.33857769321346,49.40210372727096,80.0306011226406,81.21235467338983,79.81947881698876,60.46288421523748,18.676617008733718,1.8722321499315944,18.701985289680533,61.13283012346825,50.0
0.1125,1.0,1.0017393386104594,2.1278262843517415,5.063166892798126,0.5231441759565955,0.5815831753763183,0.545154919220902,8.236682933828861,0.0731843969002897,0.023388495656604773,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,53.93382043271106,49.50460073685118,80.15286712472714,81.4299002745898,79.85545881363996,60.035058798156825,18.713906678577516,1.8717409588282419,18.688608464998268,61.18495568491051,50.0
0.115,1.0,0.9896845607601802,2.110668704257484,5.076018972004243,0.5236833109332212,0.5808287238988247,0.5416585732820852,8.241288532464518,0.07312912398623943,0.023378097119779798,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,54.528541880303145,49.61903554942164,80.28840424499774,81.64997685773778,79.89582445813996,59.57913596184876,18.759072245998052,1.871079652528382,18.673462966381848,61.24316592603686,50.0
0.1175,1.0,0.9761962106345055,2.092802510875053,5.0899760342609826,0.5243508437425201,0.5799989149081108,0.5380020324363125,8.246323100654177,0.07306756653558343,0.023365584876006516,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,55.11247008984203,49.744985925641586,80.43665969140406,81.86979952872677,79.94049876490581,59.098723719209545,18.812264247126922,1.8702477695823838,18.65663507492236,61.3072564429461,50.0
0.12,1.0,0.9613505562801424,2.0744375674028492,5.104935919358308,0.5251501363282363,0.5790989833134129,0.5342270927621681,8.251763001908353,0.07300018336886299,0.023351005061097593,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,55.67313728363299,49.88176513575763,80.59679221655276,82.08609003253227,79.98933407634551,58.59847030450149,18.87353303029851,1.8692467900805212,18.638243122341343,61.376914459937694,50.0
0.1225,1.0,0.9452644002001747,2.055834581804158,5.120758884477285,0.5260824513402219,0.5781359629365597,0.530382475021568,8.257574927845823,0.07292757478221716,0.02333443524875328,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,56.19562556714423,50.02837200971142,80.76762073107145,82.29500962387392,80.04210111851101,58.08425188727978,18.942804593366187,1.8680804048878075,18.618441865412024,61.451702796523435,50.0
0.125,1.0,0.9281016195677904,2.037311736871346,5.137262053179701,0.5271464525431301,0.5771189456829159,0.5265243627472496,8.263714552743567,0.07285050049376679,0.023315988700132607,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,56.66240864811279,50.18343706787739,80.94756902196251,82.4921013083242,80.09847680010448,57.56336829051643,19.01985236052787,1.8667548199002624,18.597427325048955,61.53104222174416,50.0
0.1275,1.0,0.910079313801783,2.01924993718209,5.15421438810018,0.5283376616020189,0.5760593457653059,0.5227168453719967,8.27012518108586,0.0727698979655028,0.023295819013455066,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,57.053373934385284,50.34516812116107,81.13460991498386,82.67225496122565,80.15803116161258,57.04472863239769,19.10426522197238,1.8652790960106085,18.575441922612818,61.61419291266271,50.0
0.13,1.0,0.8914726799396596,2.002095212909715,5.171333044177698,0.5296478993792325,0.5749711459334496,0.5190321563159159,8.276736518741524,0.07268689966738767,0.023274125045628483,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,57.34613469778829,50.51130100338177,81.32621437035723,82.82971394452498,80.22021425653283,56.53899824109852,19.19541285263448,1.8636655210764053,18.5527796070179,61.70023630417439,50.0
0.1325,1.0,0.8726174302750267,1.9863564102831845,5.188282240718104,0.5310647588341225,0.5738710918485203,0.5155505582382899,8.283463755717133,0.07260284715258428,0.023251155864983393,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,57.51675719798572,50.67906383294144,81.51931356845411,82.95814638058893,80.28434423179277,56.058665961472016,19.292410325024754,1.8619300036502786,18.529790483159697,61.788059342560224,50.0
0.135,1.0,0.8539083404408522,1.972596075286679,5.204675986270441,0.5325711784328828,0.5727787896604575,0.512359697290215,8.290207202818193,0.07251929905910327,0.02322721535018314,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,57.54101691817708,50.84516595903742,81.71028463789806,83.05080614171666,80.34959843045618,55.61797948792917,19.39408532846345,1.8600924691986713,18.506884232850332,61.87634397163902,50.0
0.1375,1.0,0.8357925052163295,1.9614126301841102,5.2200859681765515,0.534145205397899,0.5717166533333393,0.5095532401703785,8.29685275810459,0.07243802949662351,0.023202665884560537,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,57.396241604975245,51.00582466545033,81.89497254510854,83.10080489208889,80.41500986733647,55.23269010802701,19.498952784983913,1.8581772280146511,18.48453139084505,61.9635654340107,50.0
