Time,compartment,s1,at,s2,s3,na,s4,s5,s6,s6o,k0,k1,k2,k31,k33,k32,k34,k4,k5,k6,k7,k8,k9,k10,atot,ntot,n,ki,v1,v2,v3,v4,v5,v7,v8,v9,v10,v6,v0
0.025,1.0,0.9227872787709003,2.1366830762264843,5.085662313038562,0.5330255263200706,0.5741508848317896,0.5408148177372953,8.22808969433685,0.07194687589496733,0.02266155481476915,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,49.92746775841479,49.84084816576601,80.44483895649896,80.94185169546773,79.78897481495595,59.69518039587954,19.51015410620017,1.8053100718351338,18.462979290808722,61.26230966776567,50.0
0.0275,1.0,0.9240012837892408,2.141708563231279,5.084858137557858,0.5325292264163941,0.5748188156198638,0.5406889872193109,8.229769364910581,0.07207012822937929,0.022743355836368686,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,49.64687421288218,49.839490667777916,80.44553439499947,80.61675220139134,79.81247003506743,59.82712613434156,19.45291005748693,1.8129243851815318,18.48199540507432,61.277026877977775,50.0
0.03,1.0,0.9258565530472849,2.1471100446930627,5.083440009997798,0.5321183065623903,0.5754159673216674,0.541051103091654,8.230900389081018,0.07217589980738778,0.02281357230948653,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,49.38420849587985,49.83160974806701,80.43850615301163,80.38061719238384,79.82876283963263,59.967839770475805,19.404314597447947,1.819468466909495,18.497539647378975,61.28572495799155,50.0
0.0325,1.0,0.9283278532011475,2.1529046240083614,5.081447703605405,0.5317679729396279,0.5759623735061927,0.5417706792995989,8.231607053907746,0.07226829752225752,0.02287391428095298,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,49.133196746329844,49.81771209797842,80.42407486971732,80.20065233810112,79.83973377408587,60.11908125140575,19.362109854812676,1.8250857847589224,18.510872811712968,61.28946920481598,50.0
0.035,1.0,0.9313935006926897,2.159076584841297,5.078916533645078,0.5314580878507847,0.5764740996744275,0.5427597316507672,8.231969986496232,0.07235054637976615,0.02292595142197967,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,48.89118405570264,49.79818749533297,80.40274329735573,80.05616932657105,79.84658842290513,60.28132947223412,19.32446121307667,1.8299131424762383,18.522893715489204,61.28895470417275,50.0
0.0375,1.0,0.9350307649572774,2.1655860724413336,5.075882002003573,0.5311722585723778,0.5769636687256517,0.5439568574216517,8.232042905408365,0.07242515800982223,0.022971084426154538,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,48.65781344317293,49.773382029721766,80.37502723624007,79.93432790409213,79.85010886901344,60.45414437555631,19.289892922696033,1.8340761137583736,18.53422310916993,61.2846605890751,50.0
0.04,1.0,0.9392130297791078,2.172375157880292,5.072382594028492,0.5308972265617706,0.5774405454310317,0.5453169514183478,8.231863412742864,0.0724940727394238,0.023010536318363493,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,48.434166380486694,49.74364361963502,80.34143299764622,79.82736281962572,79.85081618246113,60.63641002835734,19.257232515478115,1.837686754092363,18.545277593875383,61.276946272880345,50.0
0.0425,1.0,0.9439081253303565,2.179372282850175,5.068461352137239,0.5306224128832618,0.5779115818950901,0.5468046273642287,8.231459923306645,0.07255877218363053,0.023045356245046788,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,48.222194383004755,49.70934942147923,80.30247535936772,79.73078457929266,79.84907510360578,60.82650442064818,19.225564561231863,1.8408429054690796,18.55632615789762,61.26611167250806,50.0
0.045,1.0,0.9490774496678007,2.1864956903094,5.064166632080194,0.5303395570938699,0.5783814017304371,0.5483900573507526,8.230856089197907,0.07262036679566734,0.023076430343039533,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,48.02433774225805,49.67092125094494,80.25869986507553,79.64221283560772,79.84516125607445,61.02242391980491,19.194192565922474,1.843628499603743,18.567530976968904,61.25243474124631,50.0
0.0475,1.0,0.9546756270128993,2.193656202562477,5.059552311045309,0.5300424197061111,0.5788527261306781,0.5500463839895627,8.230073596666811,0.0726796640229476,0.02310449609289769,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,47.8432670399451,49.6288329943859,80.21069909093433,79.5606185917652,79.8393040652197,61.221879328663206,19.162607471317727,1.8461144274431627,18.578976169735427,61.23619450842155,50.0
0.05,1.0,0.9606505314420716,2.2007595574171765,5.054677630035156,0.529726532105683,0.5793266517300943,0.55174815451506,8.229133900631378,0.0727372219835785,0.023130157910508625,50.0,550.0,9.8,323.8,57823.1,76411.1,23.7,80.0,9.7,2000.0,28.0,85.7,80.0,375.0,4.0,1.0,4.0,1.0,47.681707024202325,49.58361264824403,80.15912140659093,79.48582992179878,79.83171388766806,61.422373671749355,19.13046135208388,1.8483596874318153,18.590687973768713,61.217684738005225,50.0
