Time,chloroplast,cytosol,RuBP,PGA,TP,Ru5P,Pi,ATP,ADP,E_RuBisCO,totRuBP,TPc,Pic,V6,P_0,RuBisCO,PGA_red,TP_red,RuBP_reg,TPT,ATP_S
2.1,1.0,1.0,1.8491814458188593,3.6099914505697677,0.4434062400459457,0.3673148909757158,3.4365857111130533,1.0744135540733457,0.4255864459266549,3.56,3.534144076611086,0.2,1.4,5.8801285588795,16.0,1.604238150985328,2.7083298501451267,0.558363907451454,1.6829928250197685,-0.07349840140529183,4.313899008384996
2.275,1.0,1.0,1.8617286840464542,3.6973218553344727,0.4414330628443978,0.365432518667811,3.3413737212202173,1.061056212255741,0.43894378774426007,3.56,3.5466913148386805,0.2,1.4,5.8801285588795,16.0,1.6075818515165383,2.715711570268708,0.5572766623390147,1.6818321865601968,-0.059797070567269746,4.321023766751248
2.45,1.0,1.0,1.87332481876305,3.7844872568520604,0.43932666502141937,0.3633457357796039,3.2485470581497156,1.0477183850866472,0.452281614913354,3.56,3.5582874495552765,0.2,1.4,5.8801285588795,16.0,1.6106582495537665,2.722731897799497,0.5560977661530181,1.679709547969131,-0.046095035660434866,4.32627281391156
2.625,1.0,1.0,1.8839080632740368,3.8714652391647113,0.4370936905371692,0.3611214749113697,3.158249884284331,1.0343283229698916,0.4656716770301095,3.56,3.5688706940662636,0.2,1.4,5.8801285588795,16.0,1.6134547986047933,2.7293372799724005,0.5548331589236717,1.6768676327276482,-0.0324272708844545,4.32992610510606
2.8,1.0,1.0,1.8934392752517033,3.958239060481666,0.43473929228787944,0.3588053240325388,3.070582306620478,1.0208302044895778,0.4791697955104236,3.56,3.57840190604393,0.2,1.4,5.8801285588795,16.0,1.6159680390261408,2.735487808599503,0.5534856100421495,1.673464097655979,-0.018830936789299795,4.332198567582302
2.975,1.0,1.0,1.9018936276630127,4.044797159048545,0.43226886111484486,0.3564289836822002,2.985609731715739,1.0071827475281923,0.4928172524718088,3.56,3.5868562584552395,0.2,1.4,5.8801285588795,16.0,1.618199641576656,2.7411551295092296,0.5520569764508299,1.6696021670244352,-0.005341574401615313,4.333254992202888
3.15,1.0,1.0,1.909255566771746,4.131132314631655,0.42968861604581154,0.3540151660544699,2.9033708346070686,0.9933566735330492,0.5066433264669519,3.56,3.594218197563973,0.2,1.4,5.8801285588795,16.0,1.6201539509127183,2.7463206455396256,0.5505492445890124,1.6653511990725478,0.008008506061061158,4.333221734123466
3.325,1.0,1.0,1.9155157866121217,4.217240794496265,0.4270056554016823,0.3515807795183132,2.8238835289777566,0.9793324067972877,0.5206675932027134,3.56,3.6004784174043483,0.2,1.4,5.8801285588795,16.0,1.621836523108075,2.750973151340478,0.5489649058694706,1.660759603631484,0.02119044300496635,4.332197528032735
3.5,1.0,1.0,1.920669459740097,4.303121575355163,0.42422778690619983,0.34913896174662024,2.7471493019458935,0.9650981929814773,0.5349018070185239,3.56,3.605632090532323,0.2,1.4,5.8801285588795,16.0,1.6232532624597016,2.755106844926507,0.5473070126780931,1.6558630133423455,0.03417852182347177,4.330261761552762
3.675,1.0,1.0,1.9247152362832731,4.38877566557684,0.4213632929026891,0.3467003554058454,2.6731563042460134,0.950648647717615,0.5493513522823861,3.56,3.609677867075498,0.2,1.4,5.8801285588795,16.0,1.6244099244009984,2.7587197891554136,0.5455790999336295,1.6506893626744326,0.04694973512911531,4.327480528145829
3.85,1.0,1.0,1.9276547024739108,4.474205522068178,0.4184207009644389,0.34427389478490605,2.601881538925232,0.9359836767249715,0.5640163232750296,3.56,3.6126173332661367,0.2,1.4,5.8801285588795,16.0,1.6253118396036885,2.7618127863680426,0.5437850636085909,1.6452619837304996,0.05948337774185605,4.323910915814127
4.025,1.0,1.0,1.9294921061738515,4.559414545260277,0.41540858676036324,0.34186728206253303,2.5332924242782378,0.921107687706433,0.5788923122935681,3.56,3.6144547369660778,0.2,1.4,5.8801285588795,16.0,1.6259637705298386,2.7643885933789774,0.5419290378403769,1.6396014508037136,0.07176074055554074,4.319603962511806
